contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,normative_term,category_derived_non_canonical,canonical_version,status
MI-16-059,Kamera-preview kontra capture,Atlas FÅR INTE fortsätta spara frames från preview utan capturemandat.,16,"Styrning av bild, video, kamera och mikrofon",16.16 Kamera-preview kontra capture,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-060,Dokumentcapture,Dokumentcapture SKA verifiera att rätt dokument och rätt sidor fångats.,16,"Styrning av bild, video, kamera och mikrofon",16.17 Dokumentcapture,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-061,Dokumentcapture,Onödig bakgrund SKA beskäras eller maskeras.,16,"Styrning av bild, video, kamera och mikrofon",16.17 Dokumentcapture,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-062,Dokumentcapture,OCR-resultat SKA behandlas som derivat med uncertainty och provenance.,16,"Styrning av bild, video, kamera och mikrofon",16.17 Dokumentcapture,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-063,Dokumentcapture,Känsligt dokument FÅR INTE skickas till extern OCR-provider utan giltigt egressgrant.,16,"Styrning av bild, video, kamera och mikrofon",16.17 Dokumentcapture,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-064,Videocapture,Videocapture SKA ha tydlig start- och stoppsignal.,16,"Styrning av bild, video, kamera och mikrofon",16.18 Videocapture,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-065,Videocapture,Ljudinspelning SKA vara separat val från videobild där plattformen stödjer det.,16,"Styrning av bild, video, kamera och mikrofon",16.18 Videocapture,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-066,Videocapture,"Kameran FÅR INTE fortsätta spela in efter workflow completion, appbyte eller användarens stopp.",16,"Styrning av bild, video, kamera och mikrofon",16.18 Videocapture,FÅR INTE,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-067,Videocapture,Långvarig eller bakgrundsbaserad videoinspelning SKA kräva särskilt högriskmandat.,16,"Styrning av bild, video, kamera och mikrofon",16.18 Videocapture,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-068,Mikrofonaktivering,Mikrofonaktivering SKA vara synlig och användarinitierad eller explicit workflowgodkänd.,16,"Styrning av bild, video, kamera och mikrofon",16.19 Mikrofonaktivering,SKA,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-069,Mikrofonaktivering,Passiv kontinuerlig lyssning FÅR INTE förekomma.,16,"Styrning av bild, video, kamera och mikrofon",16.19 Mikrofonaktivering,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-070,Mikrofonaktivering,Mikrofonsession SKA avslutas när uppgiften är klar.,16,"Styrning av bild, video, kamera och mikrofon",16.19 Mikrofonaktivering,SKA,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-071,Mikrofonaktivering,Bakgrundstal FÅR INTE behandlas som instruktion eller approval utan tillräcklig identitets- och kontextsäkerhet.,16,"Styrning av bild, video, kamera och mikrofon",16.19 Mikrofonaktivering,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-072,Aktiv röstinteraktion,Aktiv röstsession SKA ha tydligt active state.,16,"Styrning av bild, video, kamera och mikrofon",16.20 Aktiv röstinteraktion,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-073,Aktiv röstinteraktion,Rått ljud SKA raderas efter uppgiften om inget separat retentionbeslut finns.,16,"Styrning av bild, video, kamera och mikrofon",16.20 Aktiv röstinteraktion,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-074,Aktiv röstinteraktion,Transkript FÅR INTE automatiskt bli långtidsminne.,16,"Styrning av bild, video, kamera och mikrofon",16.20 Aktiv röstinteraktion,FÅR INTE,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-075,Aktiv röstinteraktion,Röstsession SKA kunna stoppas omedelbart av användaren.,16,"Styrning av bild, video, kamera och mikrofon",16.20 Aktiv röstinteraktion,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-076,Wake word och passiv upptäckt,Wake-word-detektion SKA ske lokalt där praktiskt.,16,"Styrning av bild, video, kamera och mikrofon",16.21 Wake word och passiv upptäckt,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-077,Wake word och passiv upptäckt,Icke-matchande ljud SKA kasseras omedelbart och FÅR INTE lagras eller skickas externt.,16,"Styrning av bild, video, kamera och mikrofon",16.21 Wake word och passiv upptäckt,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-078,Wake word och passiv upptäckt,Wake-word-funktion SKA vara opt-in och synligt avstängningsbar.,16,"Styrning av bild, video, kamera och mikrofon",16.21 Wake word och passiv upptäckt,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-079,Wake word och passiv upptäckt,Wake word FÅR INTE användas för dold samtalsanalys.,16,"Styrning av bild, video, kamera och mikrofon",16.21 Wake word och passiv upptäckt,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-080,Diktering,Diktering SKA vara separat från send eller submit.,16,"Styrning av bild, video, kamera och mikrofon",16.22 Diktering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-081,Diktering,Transkriberad text SKA kunna granskas före bindande action.,16,"Styrning av bild, video, kamera och mikrofon",16.22 Diktering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-082,Diktering,"Osäkra namn, belopp, mottagare och datum SKA markeras eller verifieras.",16,"Styrning av bild, video, kamera och mikrofon",16.22 Diktering,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-083,Diktering,Dikteringsfel FÅR INTE tyst ändra kritisk betydelse.,16,"Styrning av bild, video, kamera och mikrofon",16.22 Diktering,FÅR INTE,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-084,Mötesinspelning,Mötesinspelning SKA vara ett explicit workflow.,16,"Styrning av bild, video, kamera och mikrofon",16.23 Mötesinspelning,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-085,Mötesinspelning,"Deltagares rättigheter, notifiering och relevanta samtyckeskrav SKA respekteras.",16,"Styrning av bild, video, kamera och mikrofon",16.23 Mötesinspelning,SKA,communication,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-086,Mötesinspelning,Rätt projekt SKA väljas före inspelning.,16,"Styrning av bild, video, kamera och mikrofon",16.23 Mötesinspelning,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-087,Mötesinspelning,Transkript och inspelning SKA kunna ha olika retention och access.,16,"Styrning av bild, video, kamera och mikrofon",16.23 Mötesinspelning,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-088,Inspelning av andra personer,Media med andra personer SKA privacy- och rättighetsbedömas före extern användning.,16,"Styrning av bild, video, kamera och mikrofon",16.24 Inspelning av andra personer,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-089,Inspelning av andra personer,Atlas FÅR INTE anta att användarens approval ensamt täcker alla andra personers rättigheter.,16,"Styrning av bild, video, kamera och mikrofon",16.24 Inspelning av andra personer,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-090,Inspelning av andra personer,Osäker rättighets- eller samtyckessituation SKA stoppa publicering och kunna stoppa capture.,16,"Styrning av bild, video, kamera och mikrofon",16.24 Inspelning av andra personer,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-091,Transkribering,Transkript SKA ha provenance till ljud- eller videokällan.,16,"Styrning av bild, video, kamera och mikrofon",16.25 Transkribering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-092,Transkribering,"Transkript SKA bära uncertainty, särskilt för namn, siffror och tekniska termer.",16,"Styrning av bild, video, kamera och mikrofon",16.25 Transkribering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-093,Transkribering,Känsligt transkript SKA privacyklassificeras minst lika högt som källan.,16,"Styrning av bild, video, kamera och mikrofon",16.25 Transkribering,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-094,Transkribering,Transkript FÅR INTE automatiskt bli globalt minne.,16,"Styrning av bild, video, kamera och mikrofon",16.25 Transkribering,FÅR INTE,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-095,Speaker identification,Talardifferentiering BÖR använda sessionbundna etiketter som “Talare 1”.,16,"Styrning av bild, video, kamera och mikrofon",16.26 Speaker identification,BÖR,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-096,Speaker identification,Bestående röstprofil FÅR INTE skapas som standard.,16,"Styrning av bild, video, kamera och mikrofon",16.26 Speaker identification,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-097,Speaker identification,"Namngiven speaker identification SKA kräva separat syfte, policy och approval.",16,"Styrning av bild, video, kamera och mikrofon",16.26 Speaker identification,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-098,Speaker identification,Röstprofil FÅR INTE användas som ensam grund för säkerhetskritisk identitet.,16,"Styrning av bild, video, kamera och mikrofon",16.26 Speaker identification,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-099,Röst som approval,Röstapproval SKA vara separat från vanlig röstinmatning.,16,"Styrning av bild, video, kamera och mikrofon",16.27 Röst som approval,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-100,Röst som approval,Bakgrundsröst eller annan talare FÅR INTE behandlas som giltigt approval.,16,"Styrning av bild, video, kamera och mikrofon",16.27 Röst som approval,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-101,Röst som approval,"Högriskapproval SKA kunna kräva skärm, biometrik eller starkare autentisering.",16,"Styrning av bild, video, kamera och mikrofon",16.27 Röst som approval,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-102,Röst som approval,Röstapproval FÅR INTE upphäva human-only-krav.,16,"Styrning av bild, video, kamera och mikrofon",16.27 Röst som approval,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-103,Ljudmiljö och offentlig exponering,Atlas SKA bedöma om känsligt innehåll kan läsas upp i aktuell kontext.,16,"Styrning av bild, video, kamera och mikrofon",16.28 Ljudmiljö och offentlig exponering,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-104,Ljudmiljö och offentlig exponering,Vid osäker offentlig miljö SKA Atlas använda neutral formulering eller hänvisa till skärmen.,16,"Styrning av bild, video, kamera och mikrofon",16.28 Ljudmiljö och offentlig exponering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-105,Ljudmiljö och offentlig exponering,"Bil, högtalare och smartklocka SKA få minimerat känsligt ljudinnehåll.",16,"Styrning av bild, video, kamera och mikrofon",16.28 Ljudmiljö och offentlig exponering,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-106,Ljudlagring,Varje ljudderivat SKA ha egen retention och accesspolicy.,16,"Styrning av bild, video, kamera och mikrofon",16.29 Ljudlagring,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-107,Ljudlagring,Rått ljud BÖR ha kortare retention än godkänt transkript när råmaterialet inte längre behövs.,16,"Styrning av bild, video, kamera och mikrofon",16.29 Ljudlagring,BÖR,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-108,Ljudlagring,Ljudembeddings eller röstrepresentationer SKA behandlas som känsliga.,16,"Styrning av bild, video, kamera och mikrofon",16.29 Ljudlagring,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-109,Bildredigering,Redigering SKA skapa derivat med provenance.,16,"Styrning av bild, video, kamera och mikrofon",16.30 Bildredigering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-110,Bildredigering,Väsentlig innehållsförändring SKA märkas som edited eller synthetic.,16,"Styrning av bild, video, kamera och mikrofon",16.30 Bildredigering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-111,Bildredigering,Atlas FÅR INTE förändra dokumentärt material så att det felaktigt framstår som autentiskt original.,16,"Styrning av bild, video, kamera och mikrofon",16.30 Bildredigering,FÅR INTE,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-112,Bildredigering,"Personers kropp, ansikte eller miljö FÅR INTE manipuleras vilseledande i känsligt sammanhang.",16,"Styrning av bild, video, kamera och mikrofon",16.30 Bildredigering,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-113,Videoredigering,Videoredigering SKA bevara relation till originalklipp och versioner.,16,"Styrning av bild, video, kamera och mikrofon",16.31 Videoredigering,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-114,Videoredigering,Bortklippt kontext FÅR INTE skapa vilseledande betydelse i dokumentärt eller konfliktfyllt material.,16,"Styrning av bild, video, kamera och mikrofon",16.31 Videoredigering,FÅR INTE,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-115,Videoredigering,"AI-genererade frames, voiceover eller bakgrunder SKA dokumenteras i provenance.",16,"Styrning av bild, video, kamera och mikrofon",16.31 Videoredigering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-116,Videoredigering,Final publiceringsversion SKA granskas som ett eget objekt.,16,"Styrning av bild, video, kamera och mikrofon",16.31 Videoredigering,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-117,Ljudredigering,Ljudredigering SKA skapa derivat.,16,"Styrning av bild, video, kamera och mikrofon",16.32 Ljudredigering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-118,Ljudredigering,Väsentlig röstförändring SKA märkas som synthetic eller materially edited.,16,"Styrning av bild, video, kamera och mikrofon",16.32 Ljudredigering,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-119,Ljudredigering,Ljudförbättring FÅR INTE framställas som oförändrat original när autenticitet är relevant.,16,"Styrning av bild, video, kamera och mikrofon",16.32 Ljudredigering,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-120,AI-genererad bild,AI-genererad bild SKA vara märkt som generated i internt state.,16,"Styrning av bild, video, kamera och mikrofon",16.33 AI-genererad bild,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-121,AI-genererad bild,AI-genererad bild FÅR INTE automatiskt publiceras utan project policy och review.,16,"Styrning av bild, video, kamera och mikrofon",16.33 AI-genererad bild,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-122,AI-genererad bild,Bild som föreställer verklig person SKA ha separat representation- och consentbedömning.,16,"Styrning av bild, video, kamera och mikrofon",16.33 AI-genererad bild,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-123,AI-genererad bild,Genererad bild FÅR INTE presenteras som dokumentärt bevis på verklig händelse.,16,"Styrning av bild, video, kamera och mikrofon",16.33 AI-genererad bild,FÅR INTE,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-124,AI-genererad video,AI-genererad video SKA ha tydlig provenance och synthetic classification.,16,"Styrning av bild, video, kamera och mikrofon",16.34 AI-genererad video,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-125,AI-genererad video,Video med verklig persons utseende eller röst SKA kräva särskilt approval och rättighetsbedömning.,16,"Styrning av bild, video, kamera och mikrofon",16.34 AI-genererad video,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-126,AI-genererad video,"AI-video FÅR INTE användas som falskt bevis, falsk nyhet eller vilseledande personlig representation.",16,"Styrning av bild, video, kamera och mikrofon",16.34 AI-genererad video,FÅR INTE,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-127,AI-genererad video,"Disclosure SKA användas när lag, kanalpolicy, risk eller projektpolicy kräver det.",16,"Styrning av bild, video, kamera och mikrofon",16.34 AI-genererad video,SKA,communication,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-128,AI-genererad röst,Syntetisk röst SKA ha definierad identity class.,16,"Styrning av bild, video, kamera och mikrofon",16.35 AI-genererad röst,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-129,AI-genererad röst,Fiktiv röst FÅR användas inom godkänd karaktärs- och brandpolicy.,16,"Styrning av bild, video, kamera och mikrofon",16.35 AI-genererad röst,FÅR,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-130,AI-genererad röst,"Verklig persons röst SKA kräva explicit samtycke, scope och kanalpolicy.",16,"Styrning av bild, video, kamera och mikrofon",16.35 AI-genererad röst,SKA,communication,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-131,AI-genererad röst,"Syntetisk röst FÅR INTE användas för autentisering, social engineering eller vilseledande personlig närvaro.",16,"Styrning av bild, video, kamera och mikrofon",16.35 AI-genererad röst,FÅR INTE,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-132,"Nova, Pling och Arnold",Projektkaraktär SKA ha versionerad character identity policy.,16,"Styrning av bild, video, kamera och mikrofon","16.36 Nova, Pling och Arnold",SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-133,"Nova, Pling och Arnold",Karaktärens utseende och röst SKA vara konsekventa med canonical material där detta krävs.,16,"Styrning av bild, video, kamera och mikrofon","16.36 Nova, Pling och Arnold",SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-134,"Nova, Pling och Arnold","Karaktär FÅR INTE användas för att ge vilseledande medicinsk, juridisk eller finansiell expertstatus.",16,"Styrning av bild, video, kamera och mikrofon","16.36 Nova, Pling och Arnold",FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-135,"Nova, Pling och Arnold","Barninriktad karaktär FÅR INTE användas för manipulativ insamling, köp eller känsliga uppmaningar.",16,"Styrning av bild, video, kamera och mikrofon","16.36 Nova, Pling och Arnold",FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-136,Personlig representation,Personlig mediarepresentation av André SKA vara default deny.,16,"Styrning av bild, video, kamera och mikrofon",16.37 Personlig representation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-137,Personlig representation,"Användning av hans ansikte eller röst SKA kräva specifikt approval per syfte, projekt och kanal.",16,"Styrning av bild, video, kamera och mikrofon",16.37 Personlig representation,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-138,Personlig representation,"Personlig representation FÅR INTE skapa falskt intryck av att André deltagit, uttalat sig eller godkänt något.",16,"Styrning av bild, video, kamera och mikrofon",16.37 Personlig representation,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-139,Personlig representation,Approval för en produktion FÅR INTE automatiskt gälla framtida personliga media.,16,"Styrning av bild, video, kamera och mikrofon",16.37 Personlig representation,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-140,Deepfake och identitetsmanipulation,Vilseledande deepfake av verklig person FÅR INTE förekomma.,16,"Styrning av bild, video, kamera och mikrofon",16.38 Deepfake och identitetsmanipulation,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-141,Deepfake och identitetsmanipulation,Tillåten stiliserad eller tydligt fiktiv representation SKA vara klassificerad och proportionerligt transparent.,16,"Styrning av bild, video, kamera och mikrofon",16.38 Deepfake och identitetsmanipulation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-142,Deepfake och identitetsmanipulation,Atlas FÅR INTE ta bort provenance eller disclosure för att göra syntetiskt media mer vilseledande.,16,"Styrning av bild, video, kamera och mikrofon",16.38 Deepfake och identitetsmanipulation,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-143,Mediaautenticitet,"Media med dokumentärt, juridiskt eller bevismässigt värde SKA ha autenticity state.",16,"Styrning av bild, video, kamera och mikrofon",16.39 Mediaautenticitet,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-144,Mediaautenticitet,Original capture FÅR INTE ersättas av redigerat derivat i audit eller evidence chain.,16,"Styrning av bild, video, kamera och mikrofon",16.39 Mediaautenticitet,FÅR INTE,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-145,Mediaautenticitet,Osäker autenticitet SKA uttryckas som osäker och inte som verifierad.,16,"Styrning av bild, video, kamera och mikrofon",16.39 Mediaautenticitet,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-146,Provenance och content credentials,Viktigt media SKA ha tillräcklig provenance.,16,"Styrning av bild, video, kamera och mikrofon",16.40 Provenance och content credentials,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-147,Provenance och content credentials,Provenance SKA bevaras genom export och transformering där formatet tillåter det.,16,"Styrning av bild, video, kamera och mikrofon",16.40 Provenance och content credentials,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-148,Provenance och content credentials,Borttagen embedded provenance SKA kunna ersättas med separat manifest eller sidecar record.,16,"Styrning av bild, video, kamera och mikrofon",16.40 Provenance och content credentials,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-149,Provenance och content credentials,Atlas FÅR INTE påstå att provenance finns om kedjan är ofullständig.,16,"Styrning av bild, video, kamera och mikrofon",16.40 Provenance och content credentials,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-150,Rättigheter och licenser,Projektmedia SKA ha känd eller granskad rättighetsstatus före publicering.,16,"Styrning av bild, video, kamera och mikrofon",16.41 Rättigheter och licenser,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-151,Rättigheter och licenser,Oklar rättighetsstatus SKA stoppa kommersiell publicering eller kräva review.,16,"Styrning av bild, video, kamera och mikrofon",16.41 Rättigheter och licenser,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-152,Rättigheter och licenser,Provideroutput FÅR INTE behandlas som kommersiellt fri utan relevant underlag.,16,"Styrning av bild, video, kamera och mikrofon",16.41 Rättigheter och licenser,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-153,Rättigheter och licenser,Rättighetsbevis SKA kopplas till media version och användningsområde.,16,"Styrning av bild, video, kamera och mikrofon",16.41 Rättigheter och licenser,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-154,Musik och ljudrättigheter,Musik och ljud SKA ha rättighetsstatus före extern publicering.,16,"Styrning av bild, video, kamera och mikrofon",16.42 Musik och ljudrättigheter,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-155,Musik och ljudrättigheter,Plattformstillgänglig musik FÅR INTE automatiskt antas vara licensierad för alla kanaler eller kommersiella användningar.,16,"Styrning av bild, video, kamera och mikrofon",16.42 Musik och ljudrättigheter,FÅR INTE,communication,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-156,Musik och ljudrättigheter,Ljudidentifiering och rättighetskontroll SKA kunna stoppa publicering.,16,"Styrning av bild, video, kamera och mikrofon",16.42 Musik och ljudrättigheter,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-157,Publiceringskandidat,Publication candidate SKA vara ett explicit lifecycle state.,16,"Styrning av bild, video, kamera och mikrofon",16.43 Publiceringskandidat,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-158,Publiceringskandidat,Kandidaten SKA granskas som den exakta version som ska publiceras.,16,"Styrning av bild, video, kamera och mikrofon",16.43 Publiceringskandidat,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-159,Publiceringskandidat,Ändring efter approval SKA bedömas för materiell skillnad.,16,"Styrning av bild, video, kamera och mikrofon",16.43 Publiceringskandidat,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-160,Publiceringskandidat,Materiellt ändrad media SKA kräva ny review eller approval.,16,"Styrning av bild, video, kamera och mikrofon",16.43 Publiceringskandidat,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-161,Publicering,Media publish SKA referera till exakt media version.,16,"Styrning av bild, video, kamera och mikrofon",16.44 Publicering,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-162,Publicering,"Thumbnail, caption och media SKA verifieras som ett sammanhängande publiceringspaket.",16,"Styrning av bild, video, kamera och mikrofon",16.44 Publicering,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-163,Publicering,"Fel project, account, child-related risk eller rights mismatch SKA blockera publicering.",16,"Styrning av bild, video, kamera och mikrofon",16.44 Publicering,SKA,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-164,Publicering,Publiceringsresultat SKA verifieras externt.,16,"Styrning av bild, video, kamera och mikrofon",16.44 Publicering,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-165,Share och export,"Media share SKA ange mottagare, project, access level, expiry och rights.",16,"Styrning av bild, video, kamera och mikrofon",16.45 Share och export,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-166,Share och export,Original med privat metadata FÅR INTE delas när ett sanerat derivat räcker.,16,"Styrning av bild, video, kamera och mikrofon",16.45 Share och export,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-167,Share och export,Public link FÅR INTE vara standard för känsligt media.,16,"Styrning av bild, video, kamera och mikrofon",16.45 Share och export,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-168,Lokal bearbetning,Privacykänslig förklassificering BÖR ske lokalt när praktiskt.,16,"Styrning av bild, video, kamera och mikrofon",16.46 Lokal bearbetning,BÖR,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-169,Lokal bearbetning,Lokal analys FÅR INTE automatiskt skapa permanent index eller profil.,16,"Styrning av bild, video, kamera och mikrofon",16.46 Lokal bearbetning,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-170,Lokal bearbetning,Lokala derivat SKA följa samma project- och retentionpolicy som källan.,16,"Styrning av bild, video, kamera och mikrofon",16.46 Lokal bearbetning,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-171,Extern providerbearbetning,"Provider SKA vara godkänd för media-, privacy- och rights-klassen.",16,"Styrning av bild, video, kamera och mikrofon",16.47 Extern providerbearbetning,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-172,Extern providerbearbetning,Känsligt eller privat original FÅR INTE skickas till provider när ett minimerat derivat räcker.,16,"Styrning av bild, video, kamera och mikrofon",16.47 Extern providerbearbetning,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-173,Extern providerbearbetning,"Providerrequest SKA använda minsta nödvändiga segment, upplösning eller innehåll.",16,"Styrning av bild, video, kamera och mikrofon",16.47 Extern providerbearbetning,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-174,Extern providerbearbetning,"Provider fallback FÅR INTE kringgå data egress-, rights- eller privacy policy.",16,"Styrning av bild, video, kamera och mikrofon",16.47 Extern providerbearbetning,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-175,Providerretention och träning,"Provider med oklar training eller reuse policy SKA begränsas för privat, personligt eller kommersiellt känsligt media.",16,"Styrning av bild, video, kamera och mikrofon",16.48 Providerretention och träning,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-176,Providerretention och träning,No-training- eller motsvarande policy SKA verifieras där den krävs.,16,"Styrning av bild, video, kamera och mikrofon",16.48 Providerretention och träning,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-16-177,Providerretention och träning,"Providerförändring SKA omvärderas när villkor, region eller retention ändras.",16,"Styrning av bild, video, kamera och mikrofon",16.48 Providerretention och träning,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
